Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-02 13:19:21,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
