Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-04-08 13:48:18,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:18,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:48:19,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
